Sample	Gloss
signer11_sample271	approve 
signer11_sample275	because 
signer11_sample284	christmas 
signer11_sample289	close 
signer11_sample293	drive 
signer11_sample297	football 
signer11_sample342	small 
signer11_sample353	ugly 
signer11_sample361	back 
signer11_sample366	bring 
signer11_sample368	catch 
signer11_sample385	fault 
signer11_sample412	move 
signer11_sample422	off 
signer11_sample423	ok 
signer11_sample426	pay 
signer11_sample433	save 
signer11_sample438	shop 
signer11_sample447	talk 
signer11_sample452	think 
signer11_sample454	today 
signer11_sample469	which 
signer11_sample472	afternoon 
signer11_sample480	avoid 
signer11_sample486	blind 
signer11_sample490	box 
signer11_sample494	bread 
signer11_sample501	church 
signer11_sample506	decorate 
signer11_sample508	deep 
signer11_sample510	dentist 
signer11_sample512	dirty 
signer11_sample515	dry 
signer11_sample516	ear 
signer11_sample528	get 
signer11_sample533	important 
signer11_sample541	marry 
signer11_sample542	meeting 
signer11_sample543	minute 
signer11_sample552	never 
signer11_sample554	night 
signer11_sample557	people 
signer11_sample559	phone 
signer11_sample562	point 
signer11_sample571	ready 
signer11_sample574	science 
signer11_sample581	snake 
signer11_sample586	stink 
signer11_sample587	stubborn 
signer11_sample588	sunset 
signer11_sample592	tomorrow 
signer11_sample595	tree 
signer11_sample609	america 
signer11_sample610	angel 
signer11_sample611	angel 
signer11_sample612	answer 
signer11_sample616	aunt 
signer11_sample618	bacon 
signer11_sample628	canada 
signer11_sample629	cause 
signer11_sample630	challenge 
signer11_sample632	chocolate 
signer11_sample633	clean 
signer11_sample634	cloud 
signer11_sample636	continue 
signer11_sample643	dead 
signer11_sample645	depend 
signer11_sample646	depend 
signer11_sample648	develop 
signer11_sample650	doll 
signer11_sample654	email 
signer11_sample655	end 
signer11_sample656	end 
signer11_sample668	flag 
signer11_sample669	food 
signer11_sample672	freeze 
signer11_sample675	giraffe 
signer11_sample676	god 
signer11_sample679	grandfather 
signer11_sample680	greece 
signer11_sample685	high 
signer11_sample686	hungry 
signer11_sample687	introduce 
signer11_sample689	lazy 
signer11_sample694	magazine 
signer11_sample695	measure 
signer11_sample698	neighbor 
signer11_sample702	one 
signer11_sample704	polite 
signer11_sample706	postpone 
signer11_sample714	push 
signer11_sample715	raccoon 
signer11_sample717	really 
signer11_sample718	really 
signer11_sample719	reason 
signer11_sample720	religion 
signer11_sample722	salad 
signer11_sample723	schedule 
signer11_sample727	single 
signer11_sample730	squirrel 
signer11_sample732	story 
signer11_sample733	story 
signer11_sample734	street 
signer11_sample735	stress 
signer11_sample737	strict 
signer11_sample739	sugar 
signer11_sample740	sugar 
signer11_sample741	summer 
signer11_sample742	suspect 
signer11_sample745	themselves 
signer11_sample746	themselves 
signer11_sample751	university 
signer11_sample752	until 
signer11_sample755	weak 
signer11_sample756	weak 
signer11_sample760	young 
signer11_sample772	arrest 
signer11_sample795	bus 
signer11_sample837	her 
signer11_sample848	march 
signer11_sample852	mom 
signer11_sample879	rest 
signer11_sample947	below 
signer11_sample954	building 
signer11_sample956	camera 
signer11_sample959	caption 
signer11_sample973	compromise 
signer11_sample990	emotion 
signer11_sample996	finally 
signer11_sample998	french 
signer11_sample1004	goat 
signer11_sample1006	half 
signer11_sample1009	herself 
signer11_sample1013	highway 
signer11_sample1016	honor 
signer11_sample1019	increase 
signer11_sample1032	loud 
signer11_sample1045	open 
signer11_sample1050	page 
signer11_sample1061	pray 
signer11_sample1068	project 
signer11_sample1076	quick 
signer11_sample1082	roof 
signer11_sample1087	scotland 
signer11_sample1094	shy 
signer11_sample1103	square 
signer11_sample1104	stare 
signer11_sample1108	structure 
signer11_sample1112	sure 
signer11_sample1116	team 
signer11_sample1123	thermometer 
signer11_sample1128	third 
signer11_sample1138	try 
signer11_sample1145	waste 
signer11_sample1152	without 
signer11_sample1161	alphabet 
signer11_sample1163	another 
signer11_sample1179	cherry 
signer11_sample1182	christian 
signer11_sample1186	cochlear implant 
signer11_sample1193	degree 
signer11_sample1197	die 
signer11_sample1200	dinner 
signer11_sample1204	disconnect 
signer11_sample1209	empty 
signer11_sample1217	fence 
signer11_sample1219	flexible 
signer11_sample1228	gorilla 
signer11_sample1233	health 
signer11_sample1242	hunt 
signer11_sample1247	iran 
signer11_sample1252	label 
signer11_sample1255	linguistics 
signer11_sample1256	lonely 
signer11_sample1271	myself 
signer11_sample1285	pick 
signer11_sample1288	plate 
signer11_sample1291	pregnant 
signer11_sample1296	realize 
signer11_sample1297	relationship 
signer11_sample1306	rock 
signer11_sample1316	sing 
signer11_sample1325	slip 
signer11_sample1342	switzerland 
signer11_sample1349	thankful 
signer11_sample1351	they 
signer11_sample1368	way 
signer11_sample1377	a lot 
signer11_sample1398	around 
signer11_sample1427	complete 
signer11_sample1437	date 
signer11_sample1465	fake 
signer11_sample1484	hard of hearing 
signer11_sample1493	interrupt 
signer11_sample1509	mix 
signer11_sample1531	pour 
signer11_sample1545	reduce 
signer11_sample1567	shave 
signer11_sample1568	shoot 
signer11_sample1636	wonder 
signer11_sample1802	leak 
signer11_sample1840	pause 
signer11_sample1903	saw 
signer11_sample1951	text 
signer13_sample27	tall 
signer13_sample34	meet 
signer13_sample38	play 
signer13_sample40	secretary 
signer13_sample57	tell 
signer13_sample64	bar 
signer13_sample65	bar 
signer13_sample73	room 
signer13_sample99	problem 
signer13_sample102	soon 
signer13_sample105	test 
signer13_sample124	most 
signer13_sample135	pencil 
signer13_sample136	plan 
signer13_sample137	please 
signer13_sample149	teach 
signer13_sample157	always 
signer13_sample158	animal 
signer13_sample160	baby 
signer13_sample161	bath 
signer13_sample167	meat 
signer13_sample175	nice 
signer13_sample177	noon 
signer13_sample178	north 
signer13_sample179	not 
signer13_sample185	potato 
signer13_sample187	saturday 
signer13_sample191	shoes 
signer13_sample196	sorry 
signer13_sample198	sweet 
signer13_sample203	think 
signer13_sample205	today 
signer13_sample207	understand 
signer13_sample213	west 
signer13_sample214	wet 
signer13_sample216	which 
signer13_sample218	word 
signer13_sample219	afternoon 
signer13_sample220	age 
signer13_sample222	appointment 
signer13_sample230	last year 
signer13_sample233	marry 
signer13_sample234	meeting 
signer13_sample236	mirror 
signer13_sample237	miss 
signer13_sample241	never 
signer13_sample243	night 
signer13_sample244	onion 
signer13_sample245	people 
signer13_sample252	quiet 
signer13_sample253	rain 
signer13_sample257	science 
signer13_sample260	shape 
signer13_sample262	slow 
signer13_sample263	snake 
signer13_sample264	soap 
signer13_sample266	star 
signer13_sample267	stink 
signer13_sample268	stubborn 
signer13_sample269	sunset 
signer13_sample271	there 
signer13_sample273	toilet 
signer13_sample274	tomorrow 
signer13_sample283	after 
signer13_sample284	ago 
signer13_sample290	art 
signer13_sample293	awkward 
signer13_sample296	bedroom 
signer13_sample297	beer 
signer13_sample299	bitter 
signer13_sample326	respect 
signer13_sample329	serious 
signer13_sample330	shower 
signer13_sample332	smile 
signer13_sample337	spray 
signer13_sample345	strong 
signer13_sample351	therapy 
signer13_sample355	tuesday 
signer13_sample365	worry 
signer13_sample377	army 
signer13_sample379	attitude 
signer13_sample388	lion 
signer13_sample407	other 
signer13_sample411	pretty 
signer13_sample412	program 
signer13_sample413	promise 
signer13_sample416	quit 
signer13_sample419	require 
signer13_sample421	retire 
signer13_sample424	rough 
signer13_sample425	see 
signer13_sample428	sheep 
signer13_sample438	staff 
signer13_sample446	to 
signer13_sample456	warm 
signer13_sample457	warn 
signer13_sample459	wine 
signer13_sample468	audience 
signer13_sample491	mad 
signer13_sample493	monday 
signer13_sample499	next 
signer13_sample535	separate 
signer13_sample568	type 
signer13_sample577	yourself 
signer13_sample611	multiply 
signer13_sample641	reveal 
signer13_sample663	strawberry 
signer13_sample683	under 
signer13_sample705	amazing 
signer13_sample719	effort 
signer13_sample742	pay attention 
signer13_sample760	priority 
signer13_sample774	responsible 
signer13_sample780	september 
signer13_sample801	take turns 
signer13_sample878	numerous 
signer13_sample892	penny 
signer13_sample898	post 
signer13_sample937	someday 
signer13_sample940	soul 
signer15_sample1	deaf 
signer15_sample10	letter 
signer15_sample21	practice 
signer15_sample27	thank you 
signer15_sample28	understand 
signer15_sample32	toast 
signer15_sample35	grammar 
signer15_sample38	lobster 
signer15_sample44	should 
signer15_sample45	turtle 
signer17_sample2	help 
signer17_sample6	california 
signer19_sample27	egg 
signer19_sample34	voice 
signer19_sample35	vote 
signer19_sample42	speech 
signer19_sample62	world 
signer19_sample111	congress 
signer19_sample112	constitution 
signer19_sample116	geography 
signer19_sample117	insect 
signer19_sample122	theme 
signer19_sample124	adapt 
signer19_sample127	construct 
signer19_sample128	death 
signer19_sample129	drama 
signer19_sample131	phrase 
signer19_sample132	precipitation 
signer19_sample134	publish 
signer20_sample1	across 
signer21_sample1	drink 
signer21_sample9	fish 
signer21_sample34	good 
signer21_sample37	know 
signer21_sample40	dress 
signer21_sample45	feel 
signer21_sample51	hear 
signer21_sample54	house 
signer21_sample68	flower 
signer21_sample69	friendly 
signer21_sample72	hard 
signer21_sample77	improve 
signer21_sample81	dirty 
signer21_sample86	ear 
signer21_sample90	escape 
signer21_sample91	expensive 
signer21_sample92	explain 
signer21_sample95	find 
signer21_sample98	follow 
signer21_sample100	get 
signer21_sample108	japan 
signer21_sample111	struggle 
signer21_sample113	doll 
signer21_sample121	europe 
signer21_sample128	few 
signer21_sample136	front 
signer21_sample142	helicopter 
signer21_sample162	fear 
signer21_sample181	in 
signer21_sample183	inside 
signer21_sample200	fancy 
signer21_sample201	favorite 
signer21_sample205	fruit 
signer21_sample227	keep 
signer21_sample248	england 
signer21_sample255	fix 
signer21_sample288	b 
signer21_sample308	everyday 
signer21_sample318	gasoline 
signer21_sample322	girlfriend 
signer21_sample323	grandma 
signer21_sample325	grow up 
signer21_sample328	his 
signer21_sample333	international 
signer21_sample336	january 
signer21_sample350	tower 
signer21_sample383	fingerspell 
signer26_sample9	scissors 
signer26_sample62	active 
signer26_sample69	rent 
signer26_sample71	tranquil 
signer26_sample72	transform 
signer26_sample74	within 
signer26_sample80	bookshelf 
signer26_sample83	collect 
signer26_sample85	eraser 
signer27_sample8	boy 
signer27_sample13	hamburger 
signer27_sample16	french fries 
signer28_sample6	president 
signer28_sample7	sandwich 
signer28_sample8	east 
signer28_sample13	vomit 
signer28_sample22	silent 
signer28_sample23	skirt 
signer28_sample38	proud 
signer28_sample39	sausage 
signer28_sample42	snack 
signer28_sample44	tutor 
signer29_sample11	adjust 
signer29_sample13	intersection 
signer31_sample7	kiss 
signer31_sample46	list 
signer31_sample52	trade 
signer31_sample73	draw 
signer31_sample74	east 
signer31_sample79	month 
signer31_sample84	potato 
signer31_sample86	silly 
signer31_sample87	tent 
signer31_sample99	monkey 
signer31_sample103	poor 
signer31_sample110	tiger 
signer31_sample118	invest 
signer31_sample119	invest 
signer31_sample133	comb 
signer31_sample137	fold 
signer31_sample145	island 
signer31_sample147	much 
signer31_sample148	muscle 
signer31_sample151	radio 
signer31_sample156	up 
signer31_sample189	tie 
signer31_sample216	tough 
signer31_sample222	brief 
signer31_sample231	eyes 
signer31_sample249	tornado 
signer32_sample4	thin 
signer32_sample15	pizza 
signer32_sample47	girl 
signer32_sample60	law 
signer32_sample61	meat 
signer32_sample62	milk 
signer32_sample66	save 
signer32_sample67	scissors 
signer32_sample70	temperature 
signer32_sample78	child 
signer32_sample79	cookie 
signer32_sample88	large 
signer32_sample101	surgery 
signer32_sample104	after 
signer32_sample110	carrot 
signer32_sample117	rule 
signer32_sample120	spray 
signer32_sample127	choice 
signer32_sample128	conflict 
signer32_sample131	drunk 
signer32_sample134	early 
signer32_sample136	gossip 
signer32_sample146	river 
signer32_sample152	swallow 
signer32_sample155	violin 
signer32_sample156	volunteer 
signer32_sample164	hawaii 
signer32_sample175	rich 
signer32_sample224	deposit 
signer32_sample236	sauce 
signer32_sample243	stretch 
signer32_sample245	wake up 
signer32_sample248	boast 
signer32_sample249	breeze 
signer32_sample267	not yet 
signer33_sample5	contribute 
signer33_sample20	dismiss 
signer33_sample25	commit 
signer33_sample26	compete 
signer33_sample29	convert 
signer33_sample32	dusk 
signer33_sample33	exhibit 
signer33_sample36	inspect 
signer33_sample38	kindergarten 
signer34_sample1	thin 
signer34_sample15	rat 
signer34_sample16	germany 
signer35_sample5	give 
signer35_sample9	approve 
signer35_sample17	jealous 
signer35_sample19	possible 
signer35_sample23	eagle 
signer35_sample27	impossible 
signer35_sample44	judge 
signer35_sample46	apostrophe 
signer35_sample49	june 
signer35_sample52	debt 
signer35_sample53	dvd 
signer36_sample4	who 
signer36_sample9	no 
signer36_sample11	year 
signer36_sample31	white 
signer36_sample79	happy 
signer36_sample87	girl 
signer36_sample88	house 
signer36_sample92	none 
signer36_sample93	office 
signer36_sample96	restaurant 
signer36_sample102	where 
signer36_sample103	your 
signer36_sample104	always 
signer36_sample105	animal 
signer36_sample108	bath 
signer36_sample112	flower 
signer36_sample121	sad 
signer36_sample122	shoes 
signer36_sample123	sister 
signer36_sample124	when 
signer36_sample159	baseball 
signer36_sample160	boat 
signer36_sample164	grapes 
signer36_sample190	accountant 
signer36_sample192	dorm 
signer37_sample11	rabbit 
signer37_sample22	banana 
signer37_sample24	chat 
signer37_sample37	father 
signer37_sample47	japan 
signer37_sample68	form 
signer37_sample74	hammer 
signer37_sample88	france 
signer37_sample92	grandmother 
signer37_sample97	operate 
signer37_sample133	italy 
signer37_sample136	mexico 
signer37_sample147	engage 
signer37_sample152	final 
signer37_sample153	florida 
signer37_sample154	forever 
signer37_sample163	motor 
signer37_sample165	peace 
signer37_sample167	referee 
signer37_sample168	road 
signer37_sample170	austria 
signer37_sample175	cuba 
signer37_sample177	dragon 
signer37_sample187	mine 
signer37_sample189	obtain 
signer37_sample193	peaceful 
signer37_sample199	pride 
signer38_sample3	before 
signer38_sample24	kiss 
signer38_sample41	full 
signer38_sample61	take 
signer38_sample79	arrive 
signer38_sample85	day 
signer38_sample90	football 
signer38_sample94	here 
signer38_sample95	interest 
signer38_sample96	mean 
signer38_sample97	most 
signer38_sample101	salt 
signer38_sample104	south 
signer38_sample115	friendly 
signer38_sample120	hard 
signer38_sample121	humble 
signer38_sample123	improve 
signer38_sample124	internet 
signer38_sample129	near 
signer38_sample130	nice 
signer38_sample132	north 
signer38_sample133	ok 
signer38_sample137	saturday 
signer38_sample142	sweet 
signer38_sample148	west 
signer38_sample161	find 
signer38_sample163	hospital 
signer38_sample169	lemon 
signer38_sample173	necklace 
signer38_sample179	quiet 
signer38_sample187	surgery 
signer38_sample190	transfer 
